CUSTOMATTR15,SUMMARY,LASTOCCURRENCE,CLEARTIMESTAMP
RSBGM07,HUW-3G CELL DOWN,14/10/2020 18:39,14/10/2020 18:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 18:39,14/10/2020 18:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 18:39,14/10/2020 18:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 18:39,14/10/2020 18:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 19:09,14/10/2020 19:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 19:09,14/10/2020 19:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 19:09,14/10/2020 19:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 19:09,14/10/2020 19:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 19:09,14/10/2020 19:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 19:09,14/10/2020 19:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 19:39,14/10/2020 19:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 19:39,14/10/2020 19:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 19:39,14/10/2020 19:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 19:39,14/10/2020 19:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 19:39,14/10/2020 19:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 19:39,14/10/2020 19:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 20:09,14/10/2020 20:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 20:09,14/10/2020 20:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 20:09,14/10/2020 20:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 20:09,14/10/2020 20:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 20:09,14/10/2020 20:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 20:09,14/10/2020 20:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 20:39,14/10/2020 20:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 20:39,14/10/2020 20:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 20:39,14/10/2020 20:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 20:39,14/10/2020 20:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 20:39,14/10/2020 20:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 20:39,14/10/2020 20:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 21:09,14/10/2020 21:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 21:09,14/10/2020 21:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 21:09,14/10/2020 21:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 21:09,14/10/2020 21:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 21:09,14/10/2020 21:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 21:09,14/10/2020 21:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 21:39,14/10/2020 21:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 21:39,14/10/2020 21:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 21:39,14/10/2020 21:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 21:39,14/10/2020 21:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 21:39,14/10/2020 21:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 21:39,14/10/2020 21:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 22:09,14/10/2020 22:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 22:09,14/10/2020 22:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 22:09,14/10/2020 22:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 22:09,14/10/2020 22:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 22:09,14/10/2020 22:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 22:09,14/10/2020 22:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 22:39,14/10/2020 22:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 22:39,14/10/2020 22:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 22:39,14/10/2020 22:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 22:39,14/10/2020 22:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 22:39,14/10/2020 22:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 22:39,14/10/2020 22:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 23:09,14/10/2020 23:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 23:09,14/10/2020 23:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 23:09,14/10/2020 23:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 23:09,14/10/2020 23:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 23:09,14/10/2020 23:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 23:09,14/10/2020 23:18
RSBGM07,HUW-3G CELL DOWN,14/10/2020 23:39,14/10/2020 23:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 23:39,14/10/2020 23:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 23:39,14/10/2020 23:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 23:39,14/10/2020 23:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 23:39,14/10/2020 23:48
RSBGM07,HUW-3G CELL DOWN,14/10/2020 23:39,14/10/2020 23:48
RSBGM07,HUW-3G CELL DOWN,15/10/2020 0:09,15/10/2020 0:18
RSBGM07,HUW-3G CELL DOWN,15/10/2020 0:09,15/10/2020 0:18
RSBGM07,HUW-3G CELL DOWN,15/10/2020 0:09,15/10/2020 0:18
RSBGM07,HUW-3G CELL DOWN,15/10/2020 0:09,15/10/2020 0:18
RSBGM07,HUW-3G CELL DOWN,15/10/2020 0:09,15/10/2020 0:18
RSBGM07,HUW-3G CELL DOWN,15/10/2020 0:09,15/10/2020 0:18
RSBGM07,HUW-3G CELL DOWN,15/10/2020 0:39,15/10/2020 0:48
RSBGM07,HUW-3G CELL DOWN,15/10/2020 0:39,15/10/2020 0:48
RSBGM07,HUW-3G CELL DOWN,15/10/2020 0:39,15/10/2020 0:48
RSBGM07,HUW-3G CELL DOWN,15/10/2020 0:39,15/10/2020 0:48
RSBGM07,HUW-3G CELL DOWN,15/10/2020 0:39,15/10/2020 0:48
RSBGM07,HUW-3G CELL DOWN,15/10/2020 0:39,15/10/2020 0:48
RSBGM07,HUW-3G CELL DOWN,15/10/2020 1:09,15/10/2020 1:18
RSBGM07,HUW-3G CELL DOWN,15/10/2020 1:09,15/10/2020 1:18
RSBGM07,HUW-3G CELL DOWN,15/10/2020 1:09,15/10/2020 1:18
RSBGM07,HUW-3G CELL DOWN,15/10/2020 1:09,15/10/2020 1:18
RSBGM07,HUW-3G CELL DOWN,15/10/2020 1:09,15/10/2020 1:18
RSBGM07,HUW-3G CELL DOWN,15/10/2020 1:09,15/10/2020 1:18
RSBGM07,HUW-3G CELL DOWN,15/10/2020 1:39,15/10/2020 1:48
RSBGM07,HUW-3G CELL DOWN,15/10/2020 1:39,15/10/2020 1:48
RSBGM07,HUW-3G CELL DOWN,15/10/2020 1:39,15/10/2020 1:48
RSBGM07,HUW-3G CELL DOWN,15/10/2020 1:39,15/10/2020 1:48
RSBGM07,HUW-3G CELL DOWN,15/10/2020 1:39,15/10/2020 1:48
RSBGM07,HUW-3G CELL DOWN,15/10/2020 1:39,15/10/2020 1:48
RSBGM07,HUW-3G CELL DOWN,15/10/2020 2:09,15/10/2020 2:18
RSBGM07,HUW-3G CELL DOWN,15/10/2020 2:09,15/10/2020 2:18
RSBGM07,HUW-3G CELL DOWN,15/10/2020 2:09,15/10/2020 2:18
RSBGM07,HUW-3G CELL DOWN,15/10/2020 2:09,15/10/2020 2:18
RSBGM07,HUW-3G CELL DOWN,15/10/2020 2:09,15/10/2020 2:18
RSBGM07,HUW-3G CELL DOWN,15/10/2020 2:09,15/10/2020 2:18
TGSDR21,HUW-3G CELL DOWN,14/10/2020 0:15,14/10/2020 0:23
TGSDR21,HUW-3G CELL DOWN,14/10/2020 0:15,14/10/2020 0:23
TGSDR21,HUW-3G CELL DOWN,14/10/2020 0:15,14/10/2020 0:23
TGSDR21,HUW-3G CELL DOWN,14/10/2020 0:15,14/10/2020 0:23
TGSDR21,HUW-3G CELL DOWN,14/10/2020 0:15,14/10/2020 0:23
TGSDR21,HUW-3G CELL DOWN,14/10/2020 0:15,14/10/2020 0:23
TGSDR21,HUW-3G CELL DOWN,14/10/2020 3:57,14/10/2020 4:02
TGSDR21,HUW-3G CELL DOWN,14/10/2020 3:57,14/10/2020 4:02
TGSDR21,HUW-3G CELL DOWN,14/10/2020 3:57,14/10/2020 4:02
TGSDR21,HUW-3G CELL DOWN,14/10/2020 3:57,14/10/2020 4:02
TGSDR21,HUW-3G CELL DOWN,14/10/2020 3:57,14/10/2020 4:02
TGSDR21,HUW-3G CELL DOWN,14/10/2020 3:57,14/10/2020 4:02
GBSDR20,HUW-3G SITE DOWN,14/10/2020 0:22,14/10/2020 0:26
HGSDR17,HUW-3G SITE DOWN,14/10/2020 1:00,14/10/2020 1:05
LMHTB01,HUW-3G SITE DOWN,14/10/2020 0:11,14/10/2020 0:13
RSBGM07,HUW-3G SITE DOWN,14/10/2020 0:09,14/10/2020 0:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 0:39,14/10/2020 0:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 1:09,14/10/2020 1:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 1:39,14/10/2020 1:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 2:09,14/10/2020 2:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 2:39,14/10/2020 2:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 3:09,14/10/2020 3:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 3:39,14/10/2020 3:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 4:09,14/10/2020 4:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 4:39,14/10/2020 4:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 5:09,14/10/2020 5:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 5:39,14/10/2020 5:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 6:09,14/10/2020 6:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 6:39,14/10/2020 6:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 7:09,14/10/2020 7:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 7:39,14/10/2020 7:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 8:09,14/10/2020 8:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 8:39,14/10/2020 8:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 9:09,14/10/2020 9:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 9:39,14/10/2020 9:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 10:09,14/10/2020 10:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 10:39,14/10/2020 10:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 11:09,14/10/2020 11:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 11:39,14/10/2020 11:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 12:09,14/10/2020 12:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 12:39,14/10/2020 12:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 13:09,14/10/2020 13:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 13:39,14/10/2020 13:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 14:09,14/10/2020 14:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 14:39,14/10/2020 14:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 15:09,14/10/2020 15:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 16:09,14/10/2020 16:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 16:39,14/10/2020 16:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 17:09,14/10/2020 17:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 17:39,14/10/2020 17:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 18:09,14/10/2020 18:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 18:39,14/10/2020 18:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 19:09,14/10/2020 19:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 19:39,14/10/2020 19:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 20:09,14/10/2020 20:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 20:39,14/10/2020 20:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 21:09,14/10/2020 21:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 21:39,14/10/2020 21:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 22:09,14/10/2020 22:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 22:39,14/10/2020 22:48
RSBGM07,HUW-3G SITE DOWN,14/10/2020 23:09,14/10/2020 23:18
RSBGM07,HUW-3G SITE DOWN,14/10/2020 23:39,14/10/2020 23:48
RSBGM07,HUW-3G SITE DOWN,15/10/2020 0:09,15/10/2020 0:18
RSBGM07,HUW-3G SITE DOWN,15/10/2020 0:39,15/10/2020 0:48
RSBGM07,HUW-3G SITE DOWN,15/10/2020 1:09,15/10/2020 1:18
RSBGM07,HUW-3G SITE DOWN,15/10/2020 1:39,15/10/2020 1:48
RSBGM07,HUW-3G SITE DOWN,15/10/2020 2:09,15/10/2020 2:18
TGSDR21,HUW-3G SITE DOWN,14/10/2020 0:15,14/10/2020 0:23
TGSDR21,HUW-3G SITE DOWN,14/10/2020 3:57,14/10/2020 4:02
HGSDR17,HUW-4G CELL DOWN,14/10/2020 0:04,14/10/2020 0:10
HGSDR17,HUW-4G CELL DOWN,14/10/2020 0:04,14/10/2020 0:10
HGSDR17,HUW-4G CELL DOWN,14/10/2020 0:04,14/10/2020 0:10
HGSDR17,HUW-4G CELL DOWN,14/10/2020 1:00,14/10/2020 1:05
HGSDR17,HUW-4G CELL DOWN,14/10/2020 1:00,14/10/2020 1:05
HGSDR17,HUW-4G CELL DOWN,14/10/2020 1:00,14/10/2020 1:05
LMHTB01,HUW-4G CELL DOWN,14/10/2020 0:13,14/10/2020 0:13
LMHTB01,HUW-4G CELL DOWN,14/10/2020 0:13,14/10/2020 0:13
LMHTB01,HUW-4G CELL DOWN,14/10/2020 0:13,14/10/2020 0:13
LMHTB01,HUW-4G CELL DOWN,14/10/2020 0:13,14/10/2020 0:13
LMHTB01,HUW-4G CELL DOWN,14/10/2020 0:13,14/10/2020 0:13
TGSDR21,HUW-4G CELL DOWN,14/10/2020 0:15,14/10/2020 0:23
TGSDR21,HUW-4G CELL DOWN,14/10/2020 0:15,14/10/2020 0:23
TGSDR21,HUW-4G CELL DOWN,14/10/2020 0:15,14/10/2020 0:23
TGSDR21,HUW-4G CELL DOWN,14/10/2020 3:57,14/10/2020 4:02
TGSDR21,HUW-4G CELL DOWN,14/10/2020 3:57,14/10/2020 4:02
TGSDR21,HUW-4G CELL DOWN,14/10/2020 3:57,14/10/2020 4:02
HGSDR17,HUW-4G SITE DOWN,14/10/2020 0:06,14/10/2020 0:10
HGSDR17,HUW-4G SITE DOWN,14/10/2020 1:01,14/10/2020 1:05
LMHTB01,HUW-4G SITE DOWN,14/10/2020 0:12,14/10/2020 0:13
TGSDR21,HUW-4G SITE DOWN,14/10/2020 0:16,14/10/2020 0:23
TGSDR21,HUW-4G SITE DOWN,14/10/2020 2:40,14/10/2020 2:40
TGSDR21,HUW-4G SITE DOWN,14/10/2020 3:58,14/10/2020 4:02
TGSDR21,HUW-4G SITE DOWN,14/10/2020 3:58,14/10/2020 4:02
RSBGM07,HUW-AMBIENT HUMIDITY UNACCEPTABLE,14/10/2020 1:35,14/10/2020 4:01
RSBGM07,HUW-AMBIENT HUMIDITY UNACCEPTABLE,14/10/2020 5:04,14/10/2020 7:32
RSBGM07,HUW-AMBIENT HUMIDITY UNACCEPTABLE,14/10/2020 8:31,14/10/2020 8:55
RSBGM07,HUW-AMBIENT HUMIDITY UNACCEPTABLE,14/10/2020 9:06,14/10/2020 9:11
RSBGM07,HUW-AMBIENT HUMIDITY UNACCEPTABLE,14/10/2020 18:58,14/10/2020 19:13
HGSDR17,HUW-BTS TX QUALITY FAULT,14/10/2020 0:04,14/10/2020 1:06
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 0:11,14/10/2020 0:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 0:41,14/10/2020 0:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 1:11,14/10/2020 1:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 1:41,14/10/2020 1:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 2:11,14/10/2020 2:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 2:41,14/10/2020 2:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 3:11,14/10/2020 3:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 3:41,14/10/2020 3:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 4:11,14/10/2020 4:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 4:41,14/10/2020 4:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 5:11,14/10/2020 5:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 5:41,14/10/2020 5:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 6:11,14/10/2020 6:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 6:40,14/10/2020 6:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 7:11,14/10/2020 7:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 7:41,14/10/2020 7:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 8:10,14/10/2020 8:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 8:41,14/10/2020 8:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 9:11,14/10/2020 9:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 9:41,14/10/2020 9:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 10:11,14/10/2020 10:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 10:41,14/10/2020 10:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 11:11,14/10/2020 11:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 11:41,14/10/2020 11:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 12:11,14/10/2020 12:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 12:41,14/10/2020 12:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 13:11,14/10/2020 13:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 13:41,14/10/2020 13:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 14:11,14/10/2020 14:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 14:41,14/10/2020 14:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 15:11,14/10/2020 15:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 15:40,14/10/2020 15:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 16:11,14/10/2020 16:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 16:40,14/10/2020 16:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 17:11,14/10/2020 17:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 17:41,14/10/2020 17:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 18:10,14/10/2020 18:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 18:41,14/10/2020 18:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 19:11,14/10/2020 19:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 19:41,14/10/2020 19:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 20:11,14/10/2020 20:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 20:41,14/10/2020 20:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 21:10,14/10/2020 21:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 21:41,14/10/2020 21:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 22:11,14/10/2020 22:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 22:40,14/10/2020 22:48
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 23:11,14/10/2020 23:18
RSBGM07,HUW-BTS TX QUALITY FAULT,14/10/2020 23:41,14/10/2020 23:48
RSBGM07,HUW-BTS TX QUALITY FAULT,15/10/2020 0:10,15/10/2020 0:18
RSBGM07,HUW-BTS TX QUALITY FAULT,15/10/2020 0:41,15/10/2020 0:48
RSBGM07,HUW-BTS TX QUALITY FAULT,15/10/2020 1:10,15/10/2020 1:18
RSBGM07,HUW-BTS TX QUALITY FAULT,15/10/2020 1:41,15/10/2020 1:48
RSBGM07,HUW-BTS TX QUALITY FAULT,15/10/2020 2:11,15/10/2020 2:18
TGSDR21,HUW-BTS TX QUALITY FAULT,14/10/2020 0:14,14/10/2020 0:23
TGSDR21,HUW-BTS TX QUALITY FAULT,14/10/2020 3:56,14/10/2020 4:02
LMHTB01,HUW-BURGLAR ALARM,14/10/2020 16:51,14/10/2020 16:52
LMHTB01,HUW-BURGLAR ALARM,14/10/2020 18:02,14/10/2020 18:03
HGSDR17,HUW-DC VOLTAGE LOW,14/10/2020 0:11,14/10/2020 1:27
HGSDR17,HUW-DC VOLTAGE LOW,14/10/2020 1:44,14/10/2020 1:44
HGSDR17,HUW-DC VOLTAGE LOW,14/10/2020 1:45,14/10/2020 2:06
HGSDR17,HUW-DOOR OPEN,14/10/2020 14:20,14/10/2020 15:12
GBSDR20,HUW-HSDPA FUNCTION FAULT,14/10/2020 0:21,14/10/2020 0:22
GBSDR20,HUW-HSDPA FUNCTION FAULT,14/10/2020 0:21,14/10/2020 0:22
GBSDR20,HUW-HSDPA FUNCTION FAULT,14/10/2020 0:21,14/10/2020 0:22
GBSDR20,HUW-HSDPA FUNCTION FAULT,14/10/2020 0:21,14/10/2020 0:22
GBSDR20,HUW-HSDPA FUNCTION FAULT,14/10/2020 0:21,14/10/2020 0:22
GBSDR20,HUW-HSDPA FUNCTION FAULT,14/10/2020 0:21,14/10/2020 0:22
HGSDR17,HUW-HSDPA FUNCTION FAULT,14/10/2020 0:06,14/10/2020 0:36
HGSDR17,HUW-HSDPA FUNCTION FAULT,14/10/2020 0:06,14/10/2020 0:36
HGSDR17,HUW-HSDPA FUNCTION FAULT,14/10/2020 0:06,14/10/2020 0:36
HGSDR17,HUW-HSDPA FUNCTION FAULT,14/10/2020 0:06,14/10/2020 0:36
HGSDR17,HUW-HSDPA FUNCTION FAULT,14/10/2020 0:06,14/10/2020 0:36
HGSDR17,HUW-HSDPA FUNCTION FAULT,14/10/2020 0:06,14/10/2020 0:36
HGSDR17,HUW-HSDPA FUNCTION FAULT,14/10/2020 1:00,14/10/2020 1:00
HGSDR17,HUW-HSDPA FUNCTION FAULT,14/10/2020 1:00,14/10/2020 1:00
HGSDR17,HUW-HSDPA FUNCTION FAULT,14/10/2020 1:00,14/10/2020 1:00
HGSDR17,HUW-HSDPA FUNCTION FAULT,14/10/2020 1:00,14/10/2020 1:00
HGSDR17,HUW-HSDPA FUNCTION FAULT,14/10/2020 1:00,14/10/2020 1:00
HGSDR17,HUW-HSDPA FUNCTION FAULT,14/10/2020 1:00,14/10/2020 1:00
LMHTB01,HUW-HSDPA FUNCTION FAULT,14/10/2020 0:11,14/10/2020 0:11
LMHTB01,HUW-HSDPA FUNCTION FAULT,14/10/2020 0:11,14/10/2020 0:11
LMHTB01,HUW-HSDPA FUNCTION FAULT,14/10/2020 0:11,14/10/2020 0:11
LMHTB01,HUW-HSDPA FUNCTION FAULT,14/10/2020 0:11,14/10/2020 0:11
LMHTB01,HUW-HSDPA FUNCTION FAULT,14/10/2020 0:11,14/10/2020 0:11
LMHTB01,HUW-HSDPA FUNCTION FAULT,14/10/2020 0:11,14/10/2020 0:11
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 0:39,14/10/2020 0:39
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 1:10,14/10/2020 3:39
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 1:10,14/10/2020 1:39
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 2:09,14/10/2020 2:09
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 2:40,14/10/2020 3:39
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 3:09,14/10/2020 3:09
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 3:09,14/10/2020 3:09
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 3:39,14/10/2020 3:39
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 3:39,14/10/2020 3:39
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 4:10,14/10/2020 7:09
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 4:10,14/10/2020 6:10
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 4:10,14/10/2020 6:10
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 4:10,14/10/2020 8:39
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 6:40,14/10/2020 7:09
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 6:40,14/10/2020 8:39
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 7:39,14/10/2020 7:39
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 7:40,14/10/2020 13:40
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 8:10,14/10/2020 8:39
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 9:09,14/10/2020 9:09
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 9:10,14/10/2020 10:09
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 9:10,14/10/2020 10:09
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 9:40,14/10/2020 11:09
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 10:39,14/10/2020 10:39
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 10:40,14/10/2020 12:10
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 11:10,14/10/2020 12:10
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 11:39,14/10/2020 11:39
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 12:10,14/10/2020 13:40
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 12:39,14/10/2020 12:39
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 12:40,14/10/2020 13:10
RSBGM07,HUW-HSDPA FUNCTION FAULT,14/10/2020 13:10,14/10/2020 14:39
